Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial,CouncilDistrict
Q01284031-I1,QUEENS,,9/12/2025,11/4/2025,52,3/2/2026,72.0,,Permit Entire,4020011,401,40.77423,-73.92478,25-20,21 STREET,4,888,48,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,22
Q00885054-S8,QUEENS,,9/12/2025,11/4/2025,52,4/1/2026,102.0,,Permit Entire,4112147,407,40.7639,-73.83001,137-35,NORTHERN BOULEVARD,4,4960,1,360 ENGINEERING P.C.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,20
M01245594-S1,MANHATTAN,,9/12/2025,11/4/2025,52,4/14/2026,203.0,,Permit Entire,1089969,105,40.747,-73.98938,50,WEST   30 STREET,1,831,7502,360 ENGINEERING P.C.,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M01249623-I1,MANHATTAN,,9/12/2025,11/4/2025,52,6/30/2026,21.0,,Permit Entire,1060407,110,40.81921,-73.94256,217,WEST  140 STREET,1,2026,17,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
M01283008-I1,MANHATTAN,,9/12/2025,11/4/2025,52,3/31/2026,50.0,,Permit Entire,1022562,105,40.75471,-73.98703,1435,BROADWAY,1,993,8,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M01284907-I1,MANHATTAN,,9/12/2025,11/4/2025,52,4/1/2026,188.0,,Permit Entire,1016047,105,40.75205,-73.98248,452,5 AVENUE,1,841,49,Always Fast Services Corp,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M01284740-I1,MANHATTAN,,9/12/2025,11/4/2025,52,7/18/2026,160.0,,Permit Entire,1064761,112,40.86314,-73.92483,10,POST AVENUE,1,2220,43,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,10
M01283911-I1,MANHATTAN,,9/12/2025,11/4/2025,52,6/18/2026,175.0,,Permit Entire,1055851,110,40.80425,-73.95647,315,WEST  115 STREET,1,1848,42,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
M01286102-I1,MANHATTAN,,9/12/2025,11/4/2025,52,3/25/2026,107.0,,Permit Entire,1020165,106,40.74576,-73.9767,222,EAST   35 STREET,1,915,46,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,04
M01286398-I1,MANHATTAN,,9/12/2025,11/4/2025,52,12/6/2025,25.0,,Permit Entire,1085315,107,40.80063,-73.96076,62,WEST  109 STREET,1,1844,55,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M01278310-I1,MANHATTAN,,9/12/2025,11/4/2025,52,4/1/2026,56.0,,Permit Entire,1050240,108,40.78184,-73.94844,1772,2 AVENUE,1,1555,4,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,05
M01275315-I1,MANHATTAN,,9/12/2025,11/4/2025,52,2/28/2026,200.0,,Permit Entire,1063318,112,40.83638,-73.94524,630,WEST  160 STREET,1,2136,56,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M01274580-I1,MANHATTAN,,9/12/2025,11/4/2025,52,5/25/2026,52.5,,Permit Entire,1015214,105,40.75049,-73.99015,152,WEST   34 STREET,1,809,73,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
B01283720-I1,BROOKLYN,,9/12/2025,11/4/2025,52,2/13/2026,35.0,,Permit Entire,3068043,301,40.71775,-73.95058,37,FROST STREET,3,2731,33,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
B01284380-I1,BROOKLYN,,9/12/2025,11/4/2025,52,12/19/2025,112.0,,Permit Entire,3134449,311,40.6157,-73.98635,2002,66 STREET,3,5563,10,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,43
B01278013-I1,BROOKLYN,,9/12/2025,11/4/2025,52,1/1/2026,362.0,,Permit Entire,3329429,302,40.69954,-73.98807,172,PEARL STREET,3,86,18,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
B01270178-I1,BROOKLYN,,9/12/2025,11/4/2025,52,7/26/2026,59.0,,Permit Entire,3074291,304,40.70556,-73.91594,419,STANHOPE STREET,3,3261,32,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,37
B01276029-I1,BROOKLYN,,9/11/2025,11/4/2025,53,7/20/2026,122.0,,Permit Entire,3204621,315,40.5911,-73.94318,2510,EAST   27 STREET,3,7442,59,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,48
B01280740-I1,BROOKLYN,,9/11/2025,11/4/2025,53,12/22/2025,60.0,,Permit Entire,3020825,306,40.6729,-73.98025,278,6 AVENUE,3,970,41,KMA DESIGNS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,39
B01283668-I1,BROOKLYN,,9/11/2025,11/4/2025,53,3/31/2026,29.0,,Permit Entire,3069448,301,40.7123,-73.94256,303,HUMBOLDT STREET,3,2783,22,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,34
B01282487-I1,BROOKLYN,,9/11/2025,11/4/2025,53,5/4/2026,32.0,,Permit Entire,3403261,316,40.67329,-73.91018,1709,ST MARKS AVENUE,3,1455,70,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,37
B01283349-I1,BROOKLYN,,9/11/2025,11/4/2025,53,1/26/2026,25.0,,Permit Entire,3195251,315,40.59055,-73.96794,400,AVENUE X,3,7198,4,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01285496-I1,BROOKLYN,,9/11/2025,11/4/2025,53,8/3/2026,207.0,,Permit Entire,3401466,305,40.68165,-73.89294,113,SUNNYSIDE AVENUE,3,3886,10,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,37
B01285685-I1,BROOKLYN,,9/11/2025,11/4/2025,53,12/19/2025,30.0,,Permit Entire,3051115,303,40.68624,-73.94837,446,GATES AVENUE,3,1813,36,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
B01249421-I1,BROOKLYN,,9/11/2025,11/4/2025,53,7/20/2026,124.0,,Permit Entire,3094063,305,40.68047,-73.86641,417,GRANT AVENUE,3,4183,22,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,37
M01282375-I1,MANHATTAN,,9/11/2025,11/4/2025,53,2/1/2026,293.0,,Permit Entire,1067567,102,40.73855,-74.00271,2,HORATIO STREET,1,616,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M01281294-I1,MANHATTAN,,9/11/2025,11/4/2025,53,5/25/2026,256.0,,Permit Entire,1011018,102,40.73728,-74.00194,1,BANK STREET,1,615,36,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M01270161-I1,MANHATTAN,,9/11/2025,11/4/2025,53,9/11/2026,150.0,,Permit Entire,1090071,109,40.80492,-73.96158,412,WEST  114 STREET,1,1866,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M01284372-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,530.0,,Permit Entire,1078565,108,40.77686,-73.95205,300,EAST   85 STREET,1,1547,49,Always Fast Services Corp,1,DOB NOW,Local Law 11,Commercial District/Overlay,05
M01284003-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,25.0,,Permit Entire,1081484,107,40.77788,-73.98064,150,WEST   72 STREET,1,1143,49,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,06
M01284004-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,20.0,,Permit Entire,1081485,107,40.77788,-73.98064,152,WEST   72 STREET,1,1143,49,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,06
M01284005-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,20.0,,Permit Entire,1081487,107,40.77788,-73.98064,154,WEST   72 STREET,1,1143,49,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,06
M01284006-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,25.0,,Permit Entire,1029908,107,40.778,-73.98092,156,WEST   72 STREET,1,1143,155,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,06
M01284743-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,109.0,,Permit Entire,1016045,105,40.75216,-73.98307,1,WEST   39 STREET,1,841,31,Always Fast Services Corp,1,DOB NOW,Local Law 11,Other Zoning Districts,04
M01284868-I1,MANHATTAN,,9/11/2025,11/4/2025,53,4/1/2026,25.0,,Permit Entire,1007050,102,40.72161,-74.00061,477,BROADWAY,1,474,33,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M01283902-I1,MANHATTAN,,9/11/2025,11/4/2025,53,9/11/2026,184.0,,Permit Entire,1003034,102,40.72058,-74.0005,458,BROADWAY,1,232,12,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,01
Q01284972-I1,QUEENS,,9/11/2025,11/4/2025,53,12/19/2025,104.0,,Permit Entire,4448749,410,40.69142,-73.8115,135-02,LIBERTY AVENUE,4,9589,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,28
Q01284993-I1,QUEENS,,9/11/2025,11/4/2025,53,12/19/2025,19.0,,Permit Entire,4439350,410,40.69142,-73.8115,135-04,LIBERTY AVENUE,4,9589,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,28
Q01270312-I1,QUEENS,,9/11/2025,11/4/2025,53,12/31/2025,150.0,,Permit Entire,4618307,402,40.7412,-73.9597,1-55,54 AVENUE,4,6,160,TAREK M. ZEID  P.E.  P.L.L.C.,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay,26
X01285060-I1,BRONX,,9/11/2025,11/4/2025,53,9/11/2026,40.0,,Permit Entire,2012077,206,40.8528,-73.88919,2239,ADAMS PLACE,2,3071,25,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
X01277638-I1,BRONX,,9/11/2025,11/4/2025,53,4/1/2026,137.0,,Permit Entire,2013608,207,40.86348,-73.89576,2532,GRAND CONCOURSE,2,3154,17,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,15
X01283085-I1,BRONX,,9/10/2025,11/4/2025,54,5/4/2026,43.0,,Permit Entire,2063133,212,40.89028,-73.85949,4059,WHITE PLAINS ROAD,2,4831,8,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,11
X01284208-I1,BRONX,,9/10/2025,11/4/2025,54,11/16/2025,89.0,,Permit Entire,2017193,207,40.87232,-73.88676,210,EAST  201 STREET,2,3306,18,Soni Engineering Consulting,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,14
X01283388-I1,BRONX,,9/10/2025,11/4/2025,54,4/1/2026,1449.0,,Permit Entire,2084187,208,40.88863,-73.90845,525,WEST  238 STREET,2,5797,213,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,11
X01280694-I1,BRONX,,9/10/2025,11/4/2025,54,4/1/2026,50.0,,Permit Entire,2001245,203,40.82555,-73.90848,3289,3 AVENUE,2,2369,41,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X01088765-I1,BRONX,,9/10/2025,11/4/2025,54,6/30/2026,424.0,,Permit Entire,2092701,209,40.81954,-73.8679,715,NOBLE AVENUE,2,3593,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,18
Q01284497-I1,QUEENS,,9/10/2025,11/4/2025,54,12/31/2025,69.0,,Permit Entire,4006295,401,40.76944,-73.92775,30-09,21 STREET,4,549,16,Alsieux Architecture  LLC.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,22
M01283090-I1,MANHATTAN,,9/10/2025,11/4/2025,54,4/1/2026,60.0,,Permit Entire,1027069,104,40.76926,-73.98965,518,WEST   57 STREET,1,1085,41,Always Fast Services Corp,1,DOB NOW,Local Law 11,Other Zoning Districts,06
M01283094-I1,MANHATTAN,,9/10/2025,11/4/2025,54,8/1/2026,35.0,,Permit Entire,1009084,103,40.73304,-73.98814,139,EAST   13 STREET,1,559,43,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01283144-I1,MANHATTAN,,9/10/2025,11/4/2025,54,2/21/2026,75.0,,Permit Entire,1040761,108,40.76381,-73.97058,22,EAST   60 STREET,1,1374,47,S&J Engineers PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M01284947-I1,MANHATTAN,,9/10/2025,11/4/2025,54,9/10/2026,295.0,,Permit Entire,1032491,107,40.79092,-73.97219,165,WEST   91 STREET,1,1222,7501,S&J ENGINEERS PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,06
M01283999-I1,MANHATTAN,,9/10/2025,11/4/2025,54,9/10/2026,67.0,,Permit Entire,1075649,109,40.80536,-73.96692,605,WEST  111 STREET,1,1894,36,Always Fast Services Corp,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M01284000-I1,MANHATTAN,,9/10/2025,11/4/2025,54,9/10/2026,68.0,,Permit Entire,1085324,109,40.80536,-73.96692,611,WEST  111 STREET,1,1894,36,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M01271560-I1,MANHATTAN,,9/10/2025,11/4/2025,54,2/8/2026,328.0,,Permit Entire,1082314,111,40.7898,-73.9513,60,EAST  102 STREET,1,1605,24,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,08
M01271561-I1,MANHATTAN,,9/10/2025,11/4/2025,54,2/8/2026,512.0,,Permit Entire,1082659,111,40.79136,-73.95016,55,EAST  102 STREET,1,1608,23,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,08
M01268300-I1,MANHATTAN,,9/10/2025,11/4/2025,54,1/12/2026,8.0,,Permit Entire,1040810,108,40.76411,-73.97013,39,EAST   60 STREET,1,1375,127,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,04
M01281457-I1,MANHATTAN,,9/10/2025,11/4/2025,54,5/14/2026,46.0,,Permit Entire,1084702,108,40.76186,-73.94872,560,MAIN STREET,1,1373,30,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,
M01282252-I1,MANHATTAN,,9/10/2025,11/4/2025,54,3/31/2026,47.0,,Permit Entire,1077748,102,40.72458,-74.0024,174,SPRING STREET,1,488,17,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M01282240-I1,MANHATTAN,,9/10/2025,11/4/2025,54,3/31/2026,47.0,,Permit Entire,1077737,102,40.72458,-74.0024,172,SPRING STREET,1,488,17,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M01280620-I1,MANHATTAN,,9/10/2025,11/4/2025,54,2/22/2026,258.0,,Permit Entire,1016958,105,40.74531,-73.98437,121,MADISON AVENUE,1,860,22,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,02
M01277573-I1,MANHATTAN,,9/10/2025,11/4/2025,54,2/1/2026,85.0,,Permit Entire,1001607,101,40.71661,-74.00759,62,THOMAS STREET,1,147,7509,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,01
M01278120-I1,MANHATTAN,,9/10/2025,11/4/2025,54,3/1/2026,120.0,,Permit Entire,1053062,111,40.79573,-73.93521,2254,1 AVENUE,1,1709,45,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,08
B01256417-I1,BROOKLYN,,9/10/2025,11/4/2025,54,4/1/2026,43.0,,Permit Entire,3329436,302,40.69139,-73.98758,380,FULTON STREET,3,154,19,KZ ENGINEERING  PC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay,33
B01283683-I1,BROOKLYN,,9/10/2025,11/4/2025,54,3/2/2026,45.0,,Permit Entire,3014503,307,40.64552,-74.0175,5406,3 AVENUE,3,821,40,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,38
B01284473-I1,BROOKLYN,,9/10/2025,11/4/2025,54,12/31/2025,141.0,,Permit Entire,3053176,303,40.68263,-73.93813,339,MACON STREET,3,1847,41,Alsieux Architecture  LLC.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,36
B01284338-I1,BROOKLYN,,9/10/2025,11/4/2025,54,11/16/2025,169.0,,Permit Entire,3322304,302,40.69442,-73.96261,106,EMERSON PLACE,3,1894,50,Soni Engineering Consulting,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,35
B01284563-I1,BROOKLYN,,9/10/2025,11/4/2025,54,3/1/2026,383.0,,Permit Entire,3034161,309,40.6661,-73.95274,240,CROWN STREET,3,1296,14,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,35
B01284637-I1,BROOKLYN,,9/10/2025,11/4/2025,54,1/1/2026,74.0,,Permit Entire,3115951,309,40.65557,-73.95953,242,PARKSIDE AVENUE,3,5055,12,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,40
B01284735-I1,BROOKLYN,,9/10/2025,11/4/2025,54,6/9/2026,27.0,,Permit Entire,3182393,315,40.6084,-73.95972,1309,KINGS HIGHWAY,3,6776,43,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,48
B01281746-I1,BROOKLYN,,9/10/2025,11/4/2025,54,6/9/2026,50.0,,Permit Entire,3029692,309,40.66943,-73.95873,836,FRANKLIN AVENUE,3,1187,53,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,35
B01280607-I1,BROOKLYN,,9/10/2025,11/4/2025,54,12/22/2025,255.0,,Permit Entire,3172234,311,40.61392,-73.98039,2214,64 STREET,3,6553,12,KMA DESIGNS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,43
B01274448-I1,BROOKLYN,,9/10/2025,11/4/2025,54,9/10/2026,30.0,,Permit Entire,3030113,308,40.67693,-73.94457,92,BROOKLYN AVENUE,3,1208,45,ASR ENGINEERING PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
B01273010-I1,BROOKLYN,,9/10/2025,11/4/2025,54,6/9/2026,95.0,,Permit Entire,3343253,305,40.6726,-73.8657,790,ELDERT LANE,3,4271,1,Everest Civil Engineering PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,42
B01281194-I1,BROOKLYN,,9/9/2025,11/4/2025,55,2/21/2026,30.0,,Permit Entire,3053284,303,40.68047,-73.94704,1355,FULTON STREET,3,1850,44,S&J ENGINEERS PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,36
B01280878-I1,BROOKLYN,,9/9/2025,11/4/2025,55,9/9/2026,36.0,,Permit Entire,3061572,301,40.71901,-73.95274,621,UNION AVENUE,3,2292,18,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
B01281874-I1,BROOKLYN,,9/9/2025,11/4/2025,55,9/5/2026,502.0,,Permit Entire,3245130,313,40.57545,-73.96069,3161,BRIGHTON    6 STREET,3,8693,12,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,48
B01283670-I1,BROOKLYN,,9/9/2025,11/4/2025,55,9/9/2026,85.0,,Permit Entire,3053421,303,40.68218,-73.93804,320,MACON STREET,3,1853,7501,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
B01283617-I1,BROOKLYN,,9/9/2025,11/4/2025,55,3/2/2026,85.0,,Permit Entire,3115937,314,40.6547,-73.96079,161,WOODRUFF AVENUE,3,5054,7502,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,40
B01267304-I1,BROOKLYN,,9/9/2025,11/4/2025,55,1/26/2026,90.0,,Permit Entire,3170458,314,40.62888,-73.97078,801,OCEAN PARKWAY,3,6509,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,45
B01265669-I1,BROOKLYN,,9/9/2025,11/4/2025,55,1/1/2026,850.0,,Permit Entire,3036405,308,40.67224,-73.93744,1224,PARK PLACE,3,1370,29,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
M01280998-I1,MANHATTAN,,9/9/2025,11/4/2025,55,2/28/2026,13.0,,Permit Entire,1003946,103,40.7168,-73.99341,62,FORSYTH STREET,1,306,1,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,01
M01281800-I1,MANHATTAN,,9/9/2025,11/4/2025,55,9/5/2026,35.0,,Permit Entire,1006847,103,40.73119,-73.98772,213,EAST   11 STREET,1,467,55,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,02
M01274975-I1,MANHATTAN,,9/9/2025,11/4/2025,55,1/1/2026,507.0,,Permit Entire,1042818,108,40.76953,-73.96125,190,EAST   72 STREET,1,1406,41,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M01271567-I1,MANHATTAN,,9/9/2025,11/4/2025,55,2/8/2026,104.0,,Permit Entire,1078841,111,40.79309,-73.94907,60,EAST  106 STREET,1,1610,23,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,08
M01283682-I1,MANHATTAN,,9/9/2025,11/4/2025,55,9/9/2026,55.0,,Permit Entire,1086165,103,40.72092,-73.97943,302,EAST    3 STREET,1,372,24,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,02
M01283082-I1,MANHATTAN,,9/9/2025,11/4/2025,55,3/1/2026,28.0,,Permit Entire,1052557,111,40.79713,-73.93959,215,EAST  115 STREET,1,1665,108,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,08
X01283944-I1,BRONX,,9/9/2025,11/4/2025,55,4/30/2026,145.0,,Permit Entire,2001939,204,40.82539,-73.91653,313,EAST  161 STREET,2,2421,36,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,16
M01282639-I1,MANHATTAN,,9/8/2025,11/4/2025,56,12/6/2025,35.0,,Permit Entire,1055730,107,40.80063,-73.96076,60,WEST  109 STREET,1,1844,55,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M01282500-I1,MANHATTAN,,9/8/2025,11/4/2025,56,3/2/2026,75.0,,Permit Entire,1014307,105,40.74925,-73.99489,252,WEST   30 STREET,1,779,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M01282504-I1,MANHATTAN,,9/8/2025,11/4/2025,56,4/1/2026,584.0,,Permit Entire,1063382,112,40.84175,-73.9404,617,WEST  168 STREET,1,2138,95,Always Fast Services Corp,1,DOB NOW,Local Law 11,Other Zoning Districts,10
M01271564-I1,MANHATTAN,,9/8/2025,11/4/2025,56,2/8/2026,104.0,,Permit Entire,1078838,111,40.79309,-73.94907,1545,MADISON AVENUE,1,1610,23,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,08
M01277375-I1,MANHATTAN,,9/8/2025,11/4/2025,56,8/7/2026,30.0,,Permit Entire,1082427,104,40.76643,-73.98758,405,WEST   54 STREET,1,1064,25,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M01277422-I1,MANHATTAN,,9/8/2025,11/4/2025,56,8/1/2026,84.0,,Permit Entire,1057964,110,40.81099,-73.94582,154,WEST  129 STREET,1,1913,56,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
M01281818-I1,MANHATTAN,,9/8/2025,11/4/2025,56,9/5/2026,35.0,,Permit Entire,1006867,103,40.73163,-73.9859,205,2 AVENUE,1,468,35,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01281233-I1,MANHATTAN,,9/8/2025,11/4/2025,56,5/4/2026,110.0,,Permit Entire,1007303,102,40.7232,-74.00226,486,BROOME STREET,1,487,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M01277757-I1,MANHATTAN,,9/8/2025,11/4/2025,56,3/31/2026,35.0,,Permit Entire,1089337,102,40.7239,-73.99952,111,MERCER STREET,1,499,7507,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M01277893-I1,MANHATTAN,,9/8/2025,11/4/2025,56,3/31/2026,157.0,,Permit Entire,1040084,106,40.75327,-73.96522,12,BEEKMAN PLACE,1,1361,39,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,04
Q01283243-I1,QUEENS,,9/8/2025,11/4/2025,56,1/1/2026,34.0,,Permit Entire,4001193,402,40.7459,-73.91592,41-11,48 STREET,4,135,24,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,26
Q01275842-I1,QUEENS,,9/8/2025,11/4/2025,56,4/25/2026,250.0,,Permit Entire,4029133,403,40.75271,-73.88799,34-20,79 STREET,4,1265,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,25
Q01276757-I1,QUEENS,,9/8/2025,11/4/2025,56,4/25/2026,100.0,,Permit Entire,4029137,403,40.75268,-73.88835,34-21,78 STREET,4,1265,58,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,25
Q01276785-I1,QUEENS,,9/8/2025,11/4/2025,56,4/25/2026,100.0,,Permit Entire,4029132,403,40.75313,-73.88824,78-10,34 AVENUE,4,1265,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,25
B01257067-I1,BROOKLYN,,9/8/2025,11/4/2025,56,3/8/2026,60.0,,Permit Entire,3017150,307,40.6614,-73.99095,280,19 STREET,3,885,32,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,39
B01283708-I1,BROOKLYN,,9/8/2025,11/4/2025,56,12/31/2025,30.0,,Permit Entire,3020427,306,40.67531,-73.98281,39,GARFIELD PLACE,3,961,55,Alsieux Architecture  LLC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,39
